,answer,intent
109,Tòa án nhân dân tối cao chủ trì phối hợp với Viện kiểm sát nhân dân tối cao và Bộ Tư pháp để hướng dẫn việc thi hành quy định về việc vô hiệu hóa thỏa thuận về chế độ tài sản.,3_50_2
110,"Thỏa thuận xác lập chế độ tài sản của vợ chồng cần được lập trước khi kết hôn, bằng hình thức văn bản có công chứng hoặc chứng thực. Chế độ tài sản của vợ chồng theo thỏa thuận được xác lập kể từ ngày đăng ký kết hôn.",3_47
111,"Nội dung cơ bản của thỏa thuận về chế độ tài sản bao gồm: a) Tài sản được xác định là tài sản chung, tài sản riêng của vợ, chồng; b) Quyền, nghĩa vụ của vợ chồng đối với tài sản chung, tài sản riêng và giao dịch có liên quan; tài sản để bảo đảm nhu cầu thiết yếu của gia đình; c) Điều kiện, thủ tục và nguyên tắc phân chia tài sản khi chấm dứt chế độ tài sản; d) Nội dung khác có liên quan.",3_48_1
112,"Vợ chồng có quyền sửa đổi, bổ sung thỏa thuận về chế độ tài sản.",3_49_1
113,"Hình thức sửa đổi, bổ sung nội dung của thỏa thuận về chế độ tài sản theo thỏa thuận được áp dụng theo quy định tại Điều 47 của Luật này.",3_49_2
114,"Thỏa thuận về chế độ tài sản của vợ chồng bị Tòa án tuyên bố vô hiệu khi thuộc một trong các trường hợp sau đây: a) Không tuân thủ điều kiện có hiệu lực của giao dịch được quy định tại Bộ luật dân sự và các luật khác có liên quan; b) Vi phạm một trong các quy định tại các điều 29, 30, 31 và 32 của Luật này; c) Nội dung của thỏa thuận vi phạm nghiêm trọng quyền được cấp dưỡng, quyền được thừa kế và quyền, lợi ích hợp pháp khác của cha, mẹ, con và thành viên khác của gia đình.",3_50_1
115,Tòa án nhân dân tối cao chủ trì phối hợp với Viện kiểm sát nhân dân tối cao và Bộ Tư pháp để hướng dẫn việc thi hành quy định về việc vô hiệu hóa thỏa thuận về chế độ tài sản.,3_50_2
116,"Có vì theo luật Hôn nhân và gia đình vợ, chồng có nghĩa vụ tôn trọng, giữ gìn và bảo vệ danh dự, nhân phẩm, uy tín cho nhau.",3_21
117,"Vợ chồng có nghĩa vụ sống chung với nhau, trừ trường hợp vợ chồng có thỏa thuận khác hoặc do yêu cầu của nghề nghiệp, công tác, học tập, tham gia các hoạt động chính trị, kinh tế, văn hóa, xã hội và lý do chính đáng khác.",3_19
118,"Không. Vợ chồng có nghĩa vụ phải thương yêu, chung thủy.",3_19
119,"Vợ chồng có nghĩa vụ thương yêu, tôn trọng, quan tâm, chăm sóc, giúp đỡ nhau; cùng nhau chia sẻ, thực hiện các công việc trong gia đình.",3_19
120,"Có. Theo luật Hôn nhân và gia đình, việc lựa chọn nơi cư trú của vợ chồng do vợ chồng thỏa thuận, không bị ràng buộc bởi phong tục, tập quán, địa giới hành chính.",3_20
121,"Không. Vợ, chồng có nghĩa vụ tôn trọng quyền tự do tín ngưỡng, tôn giáo của nhau. Vì vậy, chồng không được bắt ép vợ phải theo tôn giáo, tín ngưỡng của mình.",3_22
122,"Theo luật Hôn nhân và gia đình vợ, chồng có quyền, nghĩa vụ tạo điều kiện, giúp đỡ nhau học tập, nâng cao trình độ văn hóa, chuyên môn, nghiệp vụ.",3_23
123,"Theo luật Hôn nhân và gia đình vợ, chồng có quyền, nghĩa vụ tạo điều kiện, giúp đỡ nhau tham gia hoạt động chính trị, kinh tế, văn hóa, xã hội.",3_23
124,"Căn cứ theo luật Hôn nhân và gia đình thì vợ, chồng có quyền, nghĩa vụ tạo điều kiện, giúp đỡ nhau chọn nghề nghiệp.",3_23
125,"Việc đại diện giữa vợ và chồng trong xác lập, thực hiện, chấm dứt giao dịch được xác định theo quy định của Luật này, Bộ luật dân sự và các luật khác có liên quan.",3_24
126,"Trong trường hợp vợ, chồng kinh doanh chung thì vợ, chồng trực tiếp tham gia quan hệ kinh doanh là người đại diện hợp pháp của nhau trong quan hệ kinh doanh đó, trừ trường hợp trước khi tham gia quan hệ kinh doanh, vợ chồng có thỏa thuận khác hoặc Luật này và các luật liên quan có quy định khác.",3_25_1
127,"Trong trường hợp vợ, chồng đưa tài sản chung vào kinh doanh thì áp dụng quy định.",3_25_2
128,"Trong trường hợp trước khi tham gia quan hệ kinh doanh, vợ chồng có thỏa thuận khác thì các luật liên quan có quy định khác.",3_25_1
129,"Việc đại diện giữa vợ và chồng trong việc xác lập, thực hiện và chấm dứt giao dịch liên quan đến tài sản chung có giấy chứng nhận quyền sở hữu, giấy chứng nhận quyền sử dụng tài sản chỉ ghi tên vợ hoặc chồng được thực hiện theo quy định",3_26_1
130,"Trong trường hợp vợ hoặc chồng có tên trên giấy chứng nhận quyền sở hữu, giấy chứng nhận quyền sử dụng tài sản tự mình xác lập, thực hiện và chấm dứt giao dịch với người thứ ba trái với quy định về đại diện giữa vợ và chồng của Luật này thì giao dịch đó vô hiệu, trừ trường hợp theo quy định của pháp luật mà người thứ ba ngay tình được bảo vệ quyền lợi.",3_26_2
131,"Vợ, chồng chịu trách nhiệm liên đới đối với giao dịch do một bên thực hiện quy định tại khoản 1 Điều 30 hoặc giao dịch khác phù hợp với quy định về đại diện tại các điều của luật Hôn nhân và gia đình",3_27_1
132,"Ngoài khoản 1 Điều 30 thì giao dịch phù hợp với quy định về đại diện tại các điều 24, 25 và 26 của luật Hôn nhân và gia đình.",3_27_1
133,"Vợ, chồng chịu trách nhiệm liên đới về các nghĩa vụ theo quy định của luật Hôn nhân và gia đình.",3_27_2
134,Vợ chồng có quyền lựa chọn áp dụng chế độ tài sản theo luật định hoặc chế độ tài sản theo thỏa thuận.,3_28_1
135,Vợ chồng có quyền lựa chọn áp dụng chế độ tài sản theo luật định hoặc chế độ tài sản theo thỏa thuận.,3_28_1
136,Chế độ tài sản của vợ chồng theo luật định được thực hiện theo quy định tại các điều từ Điều 33 đến Điều 46 và từ Điều 59 đến Điều 64 của luật Hôn nhân và gia đình.,3_28_1
137,"Chế độ tài sản của vợ chồng theo thỏa thuận được thực hiện theo quy định tại các Điều 47, 48, 49, 50 và 59 của luật Hôn nhân và gia đình.",3_28_1
138,"Các quy định tại các Điều 29, 30, 31 và 32 của Luật Hôn nhân và gia đình được áp dụng không phụ thuộc vào chế độ tài sản mà vợ chồng đã lựa chọn.",3_28_2
139,Chính phủ quy định chi tiết về chế độ tài sản của vợ chồng.,3_28_3
140,"Vợ, chồng bình đẳng với nhau về quyền, nghĩa vụ trong việc tạo lập, chiếm hữu, sử dụng, định đoạt tài sản chung; không phân biệt giữa lao động trong gia đình và lao động có thu nhập.",3_29_1
141,"Vợ, chồng có nghĩa vụ bảo đảm điều kiện để đáp ứng nhu cầu thiết yếu của gia đình.",3_29_2
142,"Vợ, chồng có nghĩa vụ đảm bảo điều kiện để đáp ứng nhu cầu thiết yếu của gia đình.",3_29_2
143,"Việc thực hiện quyền, nghĩa vụ về tài sản của vợ chồng mà xâm phạm đến quyền, lợi ích hợp pháp của vợ, chồng, gia đình và của người khác thì phải bồi thường.",3_29_3
144,"Vợ, chồng có quyền, nghĩa vụ thực hiện giao dịch nhằm đáp ứng nhu cầu thiết yếu của gia đình.",3_30_1
145,"rong trường hợp vợ chồng không có tài sản chung hoặc tài sản chung không đủ để đáp ứng nhu cầu thiết yếu của gia đình thì vợ, chồng có nghĩa vụ đóng góp tài sản riêng theo khả năng kinh tế của mỗi bên.",3_30_2
146,"Trong trường hợp vợ chồng không có tài sản chung hoặc tài sản chung không đủ để đáp ứng nhu cầu thiết yếu của gia đình thì vợ, chồng có nghĩa vụ đóng góp tài sản riêng theo khả năng kinh tế của mỗi bên.",3_30_2
147,"Việc xác lập, thực hiện, chấm dứt các giao dịch liên quan đến nhà là nơi ở duy nhất của vợ chồng phải có sự thỏa thuận của vợ chồng.",3_31
148,"Trong trường hợp nhà ở thuộc sở hữu riêng của vợ hoặc chồng thì chủ sở hữu có quyền xác lập, thực hiện, chấm dứt giao dịch liên quan đến tài sản đó nhưng phải bảo đảm chỗ ở cho vợ chồng.",3_31
149,"Trong trường hợp nhà ở thuộc sở hữu riêng của vợ hoặc chồng thì chủ sở hữu có quyền xác lập, thực hiện, chấm dứt giao dịch liên quan đến tài sản đó nhưng phải bảo đảm chỗ ở cho vợ chồng.",3_31
150,"Trong giao dịch với người thứ ba ngay tình thì vợ, chồng là người đứng tên tài khoản ngân hàng, tài khoản chứng khoán được coi là người có quyền xác lập, thực hiện giao dịch liên quan đến tài sản đó.",3_32_1
151,"Trong giao dịch với người thứ ba ngay tình thì vợ, chồng đang chiếm hữu động sản mà theo quy định của pháp luật không phải đăng ký quyền sở hữu được coi là người có quyền xác lập, thực hiện giao dịch liên quan đến tài sản đó trong trường hợp Bộ luật dân sự có quy định về việc bảo vệ người thứ ba ngay tình.",3_32_2
152,"Tài sản chung của vợ chồng gồm tài sản do vợ, chồng tạo ra, thu nhập do lao động, hoạt động sản xuất, kinh doanh, hoa lợi, lợi tức phát sinh từ tài sản riêng và thu nhập hợp pháp khác trong thời kỳ hôn nhân, trừ trường hợp được quy định tại điều 40 của Luật Hôn nhân và gia đình, tài sản mà vợ chồng được thừa kế chung hoặc được tặng cho chung và tài sản khác mà vợ chồng thỏa thuận là tài sản chung. ",3_33_1
153,"Quyền sử dụng đất mà vợ, chồng có được sau khi kết hôn là tài sản chung của vợ chồng, trừ trường hợp vợ hoặc chồng được thừa kế riêng, được tặng cho riêng hoặc có được thông qua giao dịch bằng tài sản riêng.",3_33_1
154,"Tài sản chung của vợ chồng thuộc sở hữu chung hợp nhất, được dùng để bảo đảm nhu cầu của gia đình, thực hiện nghĩa vụ chung của vợ chồng.",3_33_2
155,"Trong trường hợp không có căn cứ để chứng minh tài sản mà vợ, chồng đang có tranh chấp là tài sản riêng của mỗi bên thì tài sản đó được coi là tài sản chung.",3_33_3
156,"Trong trường hợp tài sản thuộc sở hữu chung của vợ chồng khi đăng ký quyền sở hữu quyền sử dụng thì giấy chứng nhận  phải ghi cả tên hai vợ chồng, trừ trường hợp vợ chồng có thỏa thuận khác. ",3_34_1
157,"Trong trường hợp giấy chứng nhận quyền sở hữu, giấy chứng nhận quyền sử dụng tài sản chỉ ghi tên một bên vợ hoặc chồng thì giao dịch liên quan đến tài sản này được thực hiện theo quy định",3_34_2
158,"Theo quy định, việc chiếm hữu sử dụng định đoạt tài sản chung do vợ chồng thỏa thuận.",3_35_1
159,Quyền sử dụng tài sản chung của vợ chồng do vợ chồng thỏa thuận,3_35_1
160,Quyền định đoạt tài sản chung của vợ chồng do vợ chồng thỏa thuận,3_35_1
161,Việc định đoạt tài sản chung là bất động sản có sự thỏa thuận bằng văn bản của vợ chồng,3_35_2
162,Khi vợ chồng có thỏa thuận về việc một bên đưa tài sản chung vào kinh doanh thì người này có quyền tự mình thực hiện giao dịch liên quan đến tài sản chung đó. Thỏa thuận này phải lập thành văn bản,3_36
163,Cần có văn bản về thỏa thuận của hai vợ chồng khi một bên đưa tài sản chung vào kinh doanh ,3_36
164,"Được, trong thời kỳ hôn nhân vợ chồng có quyền thỏa thuận chia một phần hoặc toàn bộ tài sản chung nếu không có vi phạm quy định ",3_38_1
165,Khi thỏa thuận chia tài sản chung phải lập văn bản và được công chứng theo yêu cầu của vợ chồng hoặc theo quy định,3_38_2
166,"Theo quy định, trong trường hợp vợ, chồng có yêu cầu thì Tòa án giải quyết việc chia tài sản chung của vợ chồng.",3_38_3
167,Được tính theo thời điểm ghi trong văn bản mà vợ chồng thỏa thuận nếu trong văn bản không có thì thời điểm được tính từ lúc ngày lập văn bản,3_39_1
168,"Trong trường hợp, Tòa án chia tài sản chung của vợ chồng thì việc chia tài sản chung có hiệu lực từ ngày bản án, quyết định của Tòa án có hiệu lục pháp luật.",3_39_3
169,"Quyền và nghĩa vụ về tài sản của vợ chồng với người thứ ba trước thời điểm chia tài sản chung có hiệu lực vẫn có giá trị pháp lý, trừ khi có thỏa thuận khác.",3_39_4
170,"Sau khi chia tài sản chung thì phần lợi nhuận thu được từ tài sản đó được tính là tài sản riêng của vợ, chồng",3_40_1
171,Thỏa thuận của vợ chồng không làm thay đổi quyền nghĩa vụ về tài sản được xác lập trước đó đối với người thứ ba.,3_40_2
172,"Có thể, sau khi chia tài sản chung vợ chồng có quyền thỏa thuận chấm dứt hiệu lực của việc chia tài sản chung",3_41_1
173,Kể từ ngày thỏa thuận của vợ chồng có hiệu lưc thì tài sản mà vợ chồng đã được chia vẫn thuộc sở hữu riêng của người đó trừ trường hợp vợ chồng có thỏa thuận khác,3_41_2
174,"Quyền, nghĩa vụ tài sản phát sinh trước thời điểm chấm dứt chia tài sản chúng vẫn có hiệu lực, trừ trường hợp các bên có thỏa thuận khác",3_41_3
175,Việc phân chia tài sản chung do Tòa án quyết định thì khi chấm dứt hiệu lực phải được Tòa án công nhận.,3_41_4
176,"Việc chia tài sản chung trong thời kỳ hôn nhân bị vô hiệu khi thuộc một trong các trường hợp ảnh hưởng nghiêm trọng đến lợi ích của gia đình; quyền, lợi ích hợp pháp của con chưa thành niên, con đã thành niên mất năng lực hành vi dân sự hoặc không có khả năng lao động và không có tài sản tự nuôi mình",3_42_1
177,"Tài sản riêng của vợ chồng gồm tài sản mà mỗi người có được trước khi kết hôn, tài sản thừa kế riêng, được tặng riêng trong thời kỳ hôn nhân.",3_43_1
178,"Lợi nhuận từ tài sản riêng phát sinh trong thời kỳ hôn nhân được tính là tài sản riêng của vợ, chồng",3_43_2
